source,translation_reference,translation_hypothesis,sentence_bleu_score
"Hablamos de algo que ocurre con frecuencia, personas muy jvenes, con daos en la columna vertebral que al comenzar su vida - a los 20, 30 o 40 aos - chocan contra un muro y la silla de ruedas resulta ser su nica opcin.","We are talking here about, oftentimes,  very young individuals with spinal cord injuries,  that in the prime of their life -- 20s, 30s, 40s --  hit a wall  and the wheelchair's the only option.","We talk about something that happens frequently, very young people, with daos in the spine that at the beginning of their life - at 20, 30 or 40 years - collide against a wall and the wheelchair turns out to be their only option.",0.10578557986185749
Tambin hablamos de la poblacin que envejece que se multiplica rpidamente.,But it is also the aging population  that is multiplying in numbers.,We also talk about the aging population that is rapidly multiplying.,0.33529572102686117
"Su nica opcin, muchas veces - por una lesin cerebral o alguna otra complicacin - es la silla de ruedas.","And the only option, pretty much --  when it's stroke or other complications --  is the wheelchair.","Its only option, many times - for a brain lesin or some other complication - is the wheelchair.",0.2559142512628947
"Y esto ha sido as durante los ltimos 500 aos, desde su exitosa aparicin, como debo reconocer.","And that is actually for the last 500 years,  since its very successful introduction, I must say.","And this has been ace for the last 500 years, since its successful appearance, as I must admit.",0.38053710786825434
"As, decidimos comenzar por escribir un nuevo captulo sobre movilidad.",So we thought we would start  writing a brand new chapter  of mobility.,"As, we decided to start by writing a new chapter on mobility.",0.525045957788985
"Permtanme presentarles el eLEGS que est usando Amanda Boxtel quien hace 19 aos tuvo una lesin en la columna vertebral, y como resultado no pudo volver a caminar por 19 aos, hasta ahora.","Let me now introduce you to eLEGS  that is worn by Amanda Boxtel  that 19 years ago was spinal cord injured,  and as a result of that  she has not been able to walk  for 19 years until now.","Let me introduce you to the eLEGS that Amanda Boxtel is using who 19 years ago had a lesin in her spine, and as a result she could not walk again for 19 years, until now.",0.15544654095746205
Amanda Boxtel: Gracias.,Amanda Boxtel: Thank you.,Amanda Boxtel: Thank you.,1.0
"EB: Amanda est usando nuestro eLEGS, que mencionaba.",EB: Amanda is wearing our eLEGS set.,"EB: Amanda's using our eLEGS, which she mentioned.",0.7071067811865476
Tiene unos sensores -,It has sensors.,It's got sensors--,0.0
"completamente no invasivos en las muletas que envan seales al computador de a bordo, aqu en la espalda.","It's completely non-invasive,  sensors in the crutches  that send signals back to our onboard computer  that is sitting here at her back.","completely non-invasive on crutches that seal the onboard computer, here on the back.",0.23031803671968346
"Tambin aqu hay unas bateras que le dan energa a los motores en las caderas, y en las rodillas, y la hacen avanzar con este andar suave y muy natural.","There are battery packs here as well  that power motors that are sitting at her hips,  as well as her knee joints,  that move her forward  in this kind of smooth and very natural gait.","Also here are some bats that give energy to the engines on the hips, and on the knees, and make it advance with this soft and very natural walk.",0.13364293861392135
"AB: Tena 24 aos en la cima de mi vida cuando, por un extrao salto en el aire, esquiando cuesta abajo qued paralizada.",AB: I was 24 years old  and at the top of my game  when a freak summersault while downhill skiing  paralyzed me.,"AB: It has 24 years at the top of my life when, by an extracting jump in the air, skiing downhill you are paralyzed.",0.18519747038795875
"En una fraccin de segundo, perd toda sensacin y todo movimiento de la pelvis hacia abajo.","In a split second,  I lost all sensation and movement  below my pelvis.","In a fraction of a second, lose all sensation and all movement of the pelvis downwards.",0.28117066259517454
"Poco tiempo despus, un doctor entr a mi habitacin en el hospital, y me dijo: ""Amanda, nunca volvers a caminar"".","Not long afterwards,  a doctor strode into my hospital room,  and he said, ""Amanda,  you'll never walk again.""","Soon after, a doctor went into my hospital room and said, ""Amanda, you'll never walk again.""",0.3760392305513499
Eso ocurri hace 19 aos.,And that was 19 yeas ago.,That happened 19 years ago.,0.6511126026643229
As me rob hasta la ltima pizca de esperanza de mi ser.,He robbed  every ounce of hope  from my being.,As I steal to the last shred of hope of my being.,0.4961683000340363
"La tecnologa de adaptacin desde entonces, me ha permitido aprender a deslizarme cuesta abajo en esqus, escalar rocas e incluso montar en bicicleta de mano.","Adaptive technology  has since enabled me  to learn how to downhill ski again,  to rock climb and even handcycle.","The adaptation technology since then, has allowed me to learn how to slide downhill in Esquis, climb rocks and even ride a hand bike.",0.19383418023456653
"Pero no han inventado nada que me permita caminar, hasta ahora.","But nothing has been invented  that enables me to walk,  until now.","But they haven't invented anything that would allow me to walk, until now.",0.32523403430389786
Gracias.,Thank you.,Thank you.,1.0
"EB: Como pueden ver, tenemos la tecnologa, tenemos las plataformas para sentarnos y hablar con ustedes.","EB: As you can see,  we have the technology,  we have the platforms  to sit down and have discussions with you.","EB: As you can see, we have the technology, we have the platforms to sit down and talk to you.",0.8078150978406724
"Est en nuestras manos, y tenemos todo el potencial aqu para cambiarle la vida a futuras generaciones - no solo de soldados, sino a Amanda, y a todos los usuarios de sillas de ruedas, a todos.","It's in our hands,  and we have all the potential here  to change the lives  of future generations --  not only for the soldiers,  or for Amanda here and all the wheelchair users,  but for everyone.","It's in our hands, and we have all the potential here to change the lives of future generations - not just soldiers, but Amanda, and all wheelchair users, everyone.",0.5304953234874522
AB: Gracias.,AB: Thanks.,AB: Thank you.,0.7598356856515925
Acabo de regresar de una comunidad que tiene el secreto de la supervivencia humana.,I just came back from a community  that holds the secret to human survival.,I just got back from a community that has the secret of human survival.,0.37239098949398236
"Es un lugar donde las mujeres tienen la batuta, practican sexo para decir hola, y el juego es la orden del da... donde la diversin es algo serio.","It's a place where women run the show,  have sex to say hello,  and play rules the day --  where fun is serious business.","It's a place where women have the baton, practice sex to say hello, and the game is the da's order... where the fun is serious.",0.3266389656392098
